order_number,notification_number,equipment_number,functional_location,order_type,status,priority,maintenance_activity_type,short_text,long_text,created_at_source,required_by_at,started_at,finished_at,total_cost,downtime_hours
WO-2023243,N-910243,M-137,PLANT-A/AREA-2/MOTOR-8,EM,closed,high,emergency,Insulation breakdown on Motor asset 37,Insulation breakdown identified on M-137 during operation. Corrective work completed and asset returned to service.,2023-10-21T20:00:00+00:00,2023-10-24T20:00:00+00:00,2023-10-22T06:00:00+00:00,2023-10-22T07:30:00+00:00,6075.00,1.50
WO-2023244,,V-104,PLANT-A/AREA-4/VALVE-1,PM,closed,high,preventive,Complete scheduled PM on Valve asset 04,Preventive maintenance completed on V-104 with no immediate defect recorded.,2023-10-23T08:00:00+00:00,2023-10-27T08:00:00+00:00,2023-10-23T10:00:00+00:00,2023-10-23T10:30:00+00:00,180.00,0.00
WO-2023245,N-910245,HX-121,PLANT-A/AREA-1/HEAT-EXCHANGER-5,CM,closed,medium,corrective,Tube leak on Heat exchanger asset 21,Tube leak identified on HX-121 during operation. Corrective work completed and asset returned to service.,2023-10-24T20:00:00+00:00,2023-10-29T20:00:00+00:00,2023-10-24T23:00:00+00:00,2023-10-25T07:30:00+00:00,4505.00,8.50
WO-2023246,N-910246,CV-138,PLANT-A/AREA-3/CONVEYOR-8,CMON,closed,medium,condition_monitoring,Belt damage on Conveyor asset 38,Belt damage identified on CV-138 during operation. Corrective work completed and asset returned to service.,2023-10-26T08:00:00+00:00,2023-10-27T08:00:00+00:00,2023-10-26T12:00:00+00:00,2023-10-27T00:00:00+00:00,4070.00,0.00
WO-2023247,N-910247,C-105,PLANT-A/AREA-5/COMPRESSOR-1,CM,closed,high,corrective,Low capacity on Compressor asset 05,Low capacity identified on C-105 during operation. Corrective work completed and asset returned to service.,2023-10-27T20:00:00+00:00,2023-10-29T20:00:00+00:00,2023-10-28T01:00:00+00:00,2023-10-28T05:30:00+00:00,4735.00,4.50
WO-2023248,N-910248,P-122,PLANT-A/AREA-2/PUMP-5,CM,closed,high,corrective,Bearing failure on Pump asset 22,Bearing failure identified on P-122 during operation. Corrective work completed and asset returned to service.,2023-10-29T08:00:00+00:00,2023-11-01T08:00:00+00:00,2023-10-29T14:00:00+00:00,2023-10-29T22:00:00+00:00,4850.00,8.00
WO-2023249,N-910249,V-139,PLANT-A/AREA-4/VALVE-8,CMON,closed,low,condition_monitoring,Actuator failure on Valve asset 39,Actuator failure identified on V-139 during operation. Corrective work completed and asset returned to service.,2023-10-30T20:00:00+00:00,2023-11-03T20:00:00+00:00,2023-10-31T03:00:00+00:00,2023-10-31T14:30:00+00:00,850.00,0.00
WO-2023250,N-910250,F-106,PLANT-A/AREA-1/FAN-2,CM,closed,medium,corrective,Belt slippage on Fan asset 06,Belt slippage identified on F-106 during operation. Corrective work completed and asset returned to service.,2023-11-01T08:00:00+00:00,2023-11-06T08:00:00+00:00,2023-11-01T16:00:00+00:00,2023-11-01T20:00:00+00:00,1515.00,4.00
WO-2023251,,M-123,PLANT-A/AREA-3/MOTOR-5,PM,closed,low,preventive,Complete scheduled PM on Motor asset 23,Preventive maintenance completed on M-123 with no immediate defect recorded.,2023-11-02T20:00:00+00:00,2023-11-03T20:00:00+00:00,2023-11-03T05:00:00+00:00,2023-11-03T05:30:00+00:00,355.00,0.00
WO-2023252,N-910252,C-140,PLANT-A/AREA-5/COMPRESSOR-8,CM,closed,high,corrective,Oil carryover on Compressor asset 40,Oil carryover identified on C-140 during operation. Corrective work completed and asset returned to service.,2023-11-04T08:00:00+00:00,2023-11-06T08:00:00+00:00,2023-11-04T18:00:00+00:00,2023-11-05T05:00:00+00:00,1745.00,11.00
WO-2023253,,HX-107,PLANT-A/AREA-2/HEAT-EXCHANGER-2,INSP,closed,high,inspection,Inspect condition of Heat exchanger asset 07,Inspection completed on HX-107; observations recorded for reliability trending.,2023-11-05T20:00:00+00:00,2023-11-08T20:00:00+00:00,2023-11-05T22:00:00+00:00,2023-11-05T22:30:00+00:00,120.00,0.00
WO-2023254,N-910254,V-125,PLANT-A/AREA-5/VALVE-5,EM,closed,low,emergency,Passing valve on Valve asset 25,Passing valve identified on V-125 during operation. Corrective work completed and asset returned to service.,2023-11-07T08:00:00+00:00,2023-11-11T08:00:00+00:00,2023-11-07T11:00:00+00:00,2023-11-07T18:00:00+00:00,3775.00,7.00
WO-2023255,,HX-142,PLANT-A/AREA-2/HEAT-EXCHANGER-9,PM,closed,high,preventive,Complete scheduled PM on Heat exchanger asset 42,Preventive maintenance completed on HX-142 with no immediate defect recorded.,2023-11-08T20:00:00+00:00,2023-11-13T20:00:00+00:00,2023-11-09T00:00:00+00:00,2023-11-09T00:30:00+00:00,230.00,0.00
WO-2023256,N-910256,M-109,PLANT-A/AREA-4/MOTOR-2,CM,closed,medium,corrective,Bearing failure on Motor asset 09,Bearing failure identified on M-109 during operation. Corrective work completed and asset returned to service.,2023-11-05T09:00:00+00:00,2023-11-06T09:00:00+00:00,2023-11-05T14:00:00+00:00,2023-11-05T17:00:00+00:00,2205.00,3.00
WO-2023257,N-910257,C-126,PLANT-A/AREA-1/COMPRESSOR-6,CMON,closed,high,condition_monitoring,High discharge temperature on Compressor asset 26,High discharge temperature identified on C-126 during operation. Corrective work completed and asset returned to service.,2023-11-06T21:00:00+00:00,2023-11-08T21:00:00+00:00,2023-11-07T03:00:00+00:00,2023-11-07T09:30:00+00:00,1770.00,0.00
WO-2023258,N-910258,P-143,PLANT-A/AREA-3/PUMP-9,CM,closed,high,corrective,Seal leakage on Pump asset 43,Seal leakage identified on P-143 during operation. Corrective work completed and asset returned to service.,2023-11-08T09:00:00+00:00,2023-11-11T09:00:00+00:00,2023-11-08T16:00:00+00:00,2023-11-09T02:00:00+00:00,2435.00,10.00
WO-2023259,,CV-110,PLANT-A/AREA-5/CONVEYOR-2,PM,closed,high,preventive,Complete scheduled PM on Conveyor asset 10,Preventive maintenance completed on CV-110 with no immediate defect recorded.,2023-11-09T21:00:00+00:00,2023-11-13T21:00:00+00:00,2023-11-10T05:00:00+00:00,2023-11-10T05:30:00+00:00,330.00,0.00
WO-2023260,N-910260,F-127,PLANT-A/AREA-2/FAN-6,CM,closed,medium,corrective,Imbalance on Fan asset 27,Imbalance identified on F-127 during operation. Corrective work completed and asset returned to service.,2023-11-11T09:00:00+00:00,2023-11-16T09:00:00+00:00,2023-11-11T18:00:00+00:00,2023-11-12T00:00:00+00:00,2665.00,6.00
WO-2023261,N-910261,M-144,PLANT-A/AREA-4/MOTOR-9,CM,closed,medium,corrective,Insulation breakdown on Motor asset 44,Insulation breakdown identified on M-144 during operation. Corrective work completed and asset returned to service.,2023-11-12T21:00:00+00:00,2023-11-13T21:00:00+00:00,2023-11-13T07:00:00+00:00,2023-11-13T16:30:00+00:00,2780.00,9.50
WO-2023262,,V-111,PLANT-A/AREA-1/VALVE-3,PM,closed,medium,preventive,Complete scheduled PM on Valve asset 11,Preventive maintenance completed on V-111 with no immediate defect recorded.,2023-11-14T09:00:00+00:00,2023-11-16T09:00:00+00:00,2023-11-14T11:00:00+00:00,2023-11-14T11:30:00+00:00,180.00,0.00
WO-2023263,N-910263,HX-128,PLANT-A/AREA-3/HEAT-EXCHANGER-6,CM,closed,high,corrective,Tube leak on Heat exchanger asset 28,Tube leak identified on HX-128 during operation. Corrective work completed and asset returned to service.,2023-11-15T21:00:00+00:00,2023-11-18T21:00:00+00:00,2023-11-16T00:00:00+00:00,2023-11-16T05:30:00+00:00,3010.00,5.50
WO-2023264,,CV-145,PLANT-A/AREA-5/CONVEYOR-9,INSP,closed,low,inspection,Inspect condition of Conveyor asset 45,Inspection completed on CV-145; observations recorded for reliability trending.,2023-11-17T09:00:00+00:00,2023-11-21T09:00:00+00:00,2023-11-17T13:00:00+00:00,2023-11-17T13:30:00+00:00,200.00,0.00
WO-2023265,N-910265,F-113,PLANT-A/AREA-3/FAN-3,EM,closed,medium,emergency,Belt slippage on Fan asset 13,Belt slippage identified on F-113 during operation. Corrective work completed and asset returned to service.,2023-11-18T21:00:00+00:00,2023-11-23T21:00:00+00:00,2023-11-19T02:00:00+00:00,2023-11-19T03:30:00+00:00,5040.00,1.50
WO-2023266,,M-130,PLANT-A/AREA-5/MOTOR-6,PM,closed,low,preventive,Complete scheduled PM on Motor asset 30,Preventive maintenance completed on M-130 with no immediate defect recorded.,2023-11-20T09:00:00+00:00,2023-11-21T09:00:00+00:00,2023-11-20T15:00:00+00:00,2023-11-20T15:30:00+00:00,280.00,0.00
WO-2023267,N-910267,C-147,PLANT-A/AREA-2/COMPRESSOR-10,CM,closed,high,corrective,Oil carryover on Compressor asset 47,Oil carryover identified on C-147 during operation. Corrective work completed and asset returned to service.,2023-11-21T21:00:00+00:00,2023-11-23T21:00:00+00:00,2023-11-22T04:00:00+00:00,2023-11-22T12:30:00+00:00,3470.00,8.50
WO-2023268,N-910268,HX-114,PLANT-A/AREA-4/HEAT-EXCHANGER-3,CMON,closed,high,condition_monitoring,Tube fouling on Heat exchanger asset 14,Tube fouling identified on HX-114 during operation. Corrective work completed and asset returned to service.,2023-11-23T09:00:00+00:00,2023-11-26T09:00:00+00:00,2023-11-23T17:00:00+00:00,2023-11-24T05:00:00+00:00,3035.00,0.00
WO-2023269,N-910269,CV-131,PLANT-A/AREA-1/CONVEYOR-7,CM,closed,low,corrective,Pulley bearing failure on Conveyor asset 31,Pulley bearing failure identified on CV-131 during operation. Corrective work completed and asset returned to service.,2023-11-24T21:00:00+00:00,2023-11-28T21:00:00+00:00,2023-11-25T06:00:00+00:00,2023-11-25T10:30:00+00:00,3700.00,4.50
WO-2023270,,F-148,PLANT-A/AREA-3/FAN-10,PM,closed,high,preventive,Complete scheduled PM on Fan asset 48,Preventive maintenance completed on F-148 with no immediate defect recorded.,2023-11-26T09:00:00+00:00,2023-12-01T09:00:00+00:00,2023-11-26T19:00:00+00:00,2023-11-26T19:30:00+00:00,380.00,0.00
WO-2023271,N-910271,P-115,PLANT-A/AREA-5/PUMP-3,CM,closed,medium,corrective,Cavitation on Pump asset 15,Cavitation identified on P-115 during operation. Corrective work completed and asset returned to service.,2023-11-27T21:00:00+00:00,2023-11-28T21:00:00+00:00,2023-11-27T23:00:00+00:00,2023-11-28T10:30:00+00:00,3930.00,11.50
WO-2023272,,V-132,PLANT-A/AREA-2/VALVE-7,INSP,closed,high,inspection,Inspect condition of Valve asset 32,Inspection completed on V-132; observations recorded for reliability trending.,2023-11-29T09:00:00+00:00,2023-12-01T09:00:00+00:00,2023-11-29T12:00:00+00:00,2023-11-29T12:30:00+00:00,220.00,0.00
WO-2023273,N-910273,HX-149,PLANT-A/AREA-4/HEAT-EXCHANGER-10,EM,closed,high,emergency,Low heat transfer on Heat exchanger asset 49,Low heat transfer identified on HX-149 during operation. Corrective work completed and asset returned to service.,2023-11-25T22:00:00+00:00,2023-11-28T22:00:00+00:00,2023-11-26T02:00:00+00:00,2023-11-26T09:30:00+00:00,5960.00,7.50
WO-2023274,N-910274,M-116,PLANT-A/AREA-1/MOTOR-4,CM,closed,low,corrective,Bearing failure on Motor asset 16,Bearing failure identified on M-116 during operation. Corrective work completed and asset returned to service.,2023-11-27T10:00:00+00:00,2023-12-01T10:00:00+00:00,2023-11-27T15:00:00+00:00,2023-11-28T02:00:00+00:00,4275.00,11.00
WO-2023275,,C-133,PLANT-A/AREA-3/COMPRESSOR-7,INSP,closed,medium,inspection,Inspect condition of Compressor asset 33,Inspection completed on C-133; observations recorded for reliability trending.,2023-11-28T22:00:00+00:00,2023-12-03T22:00:00+00:00,2023-11-29T04:00:00+00:00,2023-11-29T04:30:00+00:00,140.00,0.00
WO-2023276,N-910276,P-101,PLANT-A/AREA-1/PUMP-1,EM,closed,medium,emergency,Seal leakage on Pump asset 01,Seal leakage identified on P-101 during operation. Corrective work completed and asset returned to service.,2023-11-30T10:00:00+00:00,2023-12-01T10:00:00+00:00,2023-11-30T17:00:00+00:00,2023-12-01T00:00:00+00:00,6305.00,7.00
WO-2023277,,V-118,PLANT-A/AREA-3/VALVE-4,PM,closed,medium,preventive,Complete scheduled PM on Valve asset 18,Preventive maintenance completed on V-118 with no immediate defect recorded.,2023-12-01T22:00:00+00:00,2023-12-03T22:00:00+00:00,2023-12-02T06:00:00+00:00,2023-12-02T06:30:00+00:00,330.00,0.00
WO-2023278,N-910278,HX-135,PLANT-A/AREA-5/HEAT-EXCHANGER-7,CM,closed,high,corrective,Tube leak on Heat exchanger asset 35,Tube leak identified on HX-135 during operation. Corrective work completed and asset returned to service.,2023-12-03T10:00:00+00:00,2023-12-06T10:00:00+00:00,2023-12-03T19:00:00+00:00,2023-12-03T22:00:00+00:00,4735.00,3.00
WO-2023279,N-910279,M-102,PLANT-A/AREA-2/MOTOR-1,CMON,closed,low,condition_monitoring,Insulation breakdown on Motor asset 02,Insulation breakdown identified on M-102 during operation. Corrective work completed and asset returned to service.,2023-12-04T22:00:00+00:00,2023-12-08T22:00:00+00:00,2023-12-05T08:00:00+00:00,2023-12-05T14:30:00+00:00,4300.00,0.00
WO-2023280,N-910280,C-119,PLANT-A/AREA-4/COMPRESSOR-4,CM,closed,medium,corrective,Low capacity on Compressor asset 19,Low capacity identified on C-119 during operation. Corrective work completed and asset returned to service.,2023-12-06T10:00:00+00:00,2023-12-11T10:00:00+00:00,2023-12-06T12:00:00+00:00,2023-12-06T22:00:00+00:00,1400.00,10.00
WO-2023281,,P-136,PLANT-A/AREA-1/PUMP-8,PM,closed,low,preventive,Complete scheduled PM on Pump asset 36,Preventive maintenance completed on P-136 with no immediate defect recorded.,2023-12-07T22:00:00+00:00,2023-12-08T22:00:00+00:00,2023-12-08T01:00:00+00:00,2023-12-08T01:30:00+00:00,205.00,0.00
WO-2023282,N-910282,CV-103,PLANT-A/AREA-3/CONVEYOR-1,CM,closed,high,corrective,Belt damage on Conveyor asset 03,Belt damage identified on CV-103 during operation. Corrective work completed and asset returned to service.,2023-12-09T10:00:00+00:00,2023-12-11T10:00:00+00:00,2023-12-09T14:00:00+00:00,2023-12-09T20:00:00+00:00,1630.00,6.00
WO-2023283,,F-120,PLANT-A/AREA-5/FAN-4,INSP,closed,high,inspection,Inspect condition of Fan asset 20,Inspection completed on F-120; observations recorded for reliability trending.,2023-12-10T22:00:00+00:00,2023-12-13T22:00:00+00:00,2023-12-11T03:00:00+00:00,2023-12-11T03:30:00+00:00,160.00,0.00
WO-2023284,N-910284,M-137,PLANT-A/AREA-2/MOTOR-8,EM,closed,low,emergency,Overheating on Motor asset 37,Overheating identified on M-137 during operation. Corrective work completed and asset returned to service.,2023-12-12T10:00:00+00:00,2023-12-16T10:00:00+00:00,2023-12-12T16:00:00+00:00,2023-12-12T18:00:00+00:00,3660.00,2.00
WO-2023285,,V-104,PLANT-A/AREA-4/VALVE-1,PM,closed,high,preventive,Complete scheduled PM on Valve asset 04,Preventive maintenance completed on V-104 with no immediate defect recorded.,2023-12-13T22:00:00+00:00,2023-12-18T22:00:00+00:00,2023-12-14T05:00:00+00:00,2023-12-14T05:30:00+00:00,305.00,0.00
WO-2023286,N-910286,HX-121,PLANT-A/AREA-1/HEAT-EXCHANGER-5,CM,closed,medium,corrective,Tube fouling on Heat exchanger asset 21,Tube fouling identified on HX-121 during operation. Corrective work completed and asset returned to service.,2023-12-15T10:00:00+00:00,2023-12-16T10:00:00+00:00,2023-12-15T18:00:00+00:00,2023-12-16T03:00:00+00:00,2090.00,9.00
WO-2023287,N-910287,V-139,PLANT-A/AREA-4/VALVE-8,EM,closed,high,emergency,Passing valve on Valve asset 39,Passing valve identified on V-139 during operation. Corrective work completed and asset returned to service.,2023-12-16T22:00:00+00:00,2023-12-18T22:00:00+00:00,2023-12-17T07:00:00+00:00,2023-12-17T08:30:00+00:00,4005.00,1.50
WO-2023288,,F-106,PLANT-A/AREA-1/FAN-2,PM,closed,medium,preventive,Complete scheduled PM on Fan asset 06,Preventive maintenance completed on F-106 with no immediate defect recorded.,2023-12-18T10:00:00+00:00,2023-12-21T10:00:00+00:00,2023-12-18T20:00:00+00:00,2023-12-18T20:30:00+00:00,380.00,0.00
WO-2023289,N-910289,M-123,PLANT-A/AREA-3/MOTOR-5,CM,closed,low,corrective,Bearing failure on Motor asset 23,Bearing failure identified on M-123 during operation. Corrective work completed and asset returned to service.,2023-12-19T22:00:00+00:00,2023-12-23T22:00:00+00:00,2023-12-20T00:00:00+00:00,2023-12-20T08:30:00+00:00,2435.00,8.50
WO-2023290,N-910290,C-140,PLANT-A/AREA-5/COMPRESSOR-8,CMON,closed,medium,condition_monitoring,High discharge temperature on Compressor asset 40,High discharge temperature identified on C-140 during operation. Corrective work completed and asset returned to service.,2023-12-16T11:00:00+00:00,2023-12-21T11:00:00+00:00,2023-12-16T14:00:00+00:00,2023-12-17T02:00:00+00:00,2000.00,0.00
WO-2023291,N-910291,HX-107,PLANT-A/AREA-2/HEAT-EXCHANGER-2,CM,closed,medium,corrective,Low heat transfer on Heat exchanger asset 07,Low heat transfer identified on HX-107 during operation. Corrective work completed and asset returned to service.,2023-12-17T23:00:00+00:00,2023-12-18T23:00:00+00:00,2023-12-18T03:00:00+00:00,2023-12-18T07:30:00+00:00,2665.00,4.50
WO-2023292,,CV-124,PLANT-A/AREA-4/CONVEYOR-5,PM,closed,medium,preventive,Complete scheduled PM on Conveyor asset 24,Preventive maintenance completed on CV-124 with no immediate defect recorded.,2023-12-19T11:00:00+00:00,2023-12-21T11:00:00+00:00,2023-12-19T16:00:00+00:00,2023-12-19T16:30:00+00:00,255.00,0.00
WO-2023293,N-910293,F-141,PLANT-A/AREA-1/FAN-9,CM,closed,high,corrective,Imbalance on Fan asset 41,Imbalance identified on F-141 during operation. Corrective work completed and asset returned to service.,2023-12-20T23:00:00+00:00,2023-12-23T23:00:00+00:00,2023-12-21T05:00:00+00:00,2023-12-21T16:30:00+00:00,2895.00,11.50
WO-2023294,,P-108,PLANT-A/AREA-3/PUMP-2,INSP,closed,low,inspection,Inspect condition of Pump asset 08,Inspection completed on P-108; observations recorded for reliability trending.,2023-12-22T11:00:00+00:00,2023-12-26T11:00:00+00:00,2023-12-22T18:00:00+00:00,2023-12-22T18:30:00+00:00,240.00,0.00
WO-2023295,N-910295,V-125,PLANT-A/AREA-5/VALVE-5,EM,closed,medium,emergency,Stem leakage on Valve asset 25,Stem leakage identified on V-125 during operation. Corrective work completed and asset returned to service.,2023-12-23T23:00:00+00:00,2023-12-28T23:00:00+00:00,2023-12-24T07:00:00+00:00,2023-12-24T14:30:00+00:00,4925.00,7.50
WO-2023296,,HX-142,PLANT-A/AREA-2/HEAT-EXCHANGER-9,PM,closed,low,preventive,Complete scheduled PM on Heat exchanger asset 42,Preventive maintenance completed on HX-142 with no immediate defect recorded.,2023-12-25T11:00:00+00:00,2023-12-26T11:00:00+00:00,2023-12-25T20:00:00+00:00,2023-12-25T20:30:00+00:00,355.00,0.00
WO-2023297,N-910297,M-109,PLANT-A/AREA-4/MOTOR-2,CM,closed,high,corrective,Insulation breakdown on Motor asset 09,Insulation breakdown identified on M-109 during operation. Corrective work completed and asset returned to service.,2023-12-26T23:00:00+00:00,2023-12-28T23:00:00+00:00,2023-12-27T09:00:00+00:00,2023-12-27T12:30:00+00:00,3355.00,3.50
WO-2023298,N-910298,F-127,PLANT-A/AREA-2/FAN-6,CMON,closed,high,condition_monitoring,Belt slippage on Fan asset 27,Belt slippage identified on F-127 during operation. Corrective work completed and asset returned to service.,2023-12-28T11:00:00+00:00,2023-12-31T11:00:00+00:00,2023-12-28T13:00:00+00:00,2023-12-28T20:00:00+00:00,2920.00,0.00
WO-2023299,N-910299,M-144,PLANT-A/AREA-4/MOTOR-9,CM,closed,low,corrective,Overheating on Motor asset 44,Overheating identified on M-144 during operation. Corrective work completed and asset returned to service.,2023-12-29T23:00:00+00:00,2024-01-02T23:00:00+00:00,2023-12-30T02:00:00+00:00,2023-12-30T12:30:00+00:00,3585.00,10.50
